T,theta,sigma_u,sigma_d,sigma_s,eta_u,eta_d,eta_s,Phi1,Phi2
100.0,1.6500000000000001,1.2924281281827619,1.2924281281827845,2.224468578063338,-1.298177965594024,-1.2981779655940013,-0.05074611805745496,0.0038922798322576246,0.0038922798322576246
100.0,1.6600000000000001,1.2860647807334198,1.2860647807333974,2.224442529771213,-1.3042987602289735,-1.304298760228993,-0.05098538152932287,0.003893461444413051,0.003893461444413051
100.0,1.67,1.2796709226816336,1.2796709226816556,2.224416391820274,-1.310388954411681,-1.3103889544116587,-0.05122344882146568,0.0038946491438553994,0.0038946491438553994
100.0,1.68,1.2732466944829235,1.273246694482958,2.2243901652958766,-1.3164483960165418,-1.316448396016511,-0.05146031398725273,0.0038958429106720443,0.0038958429106720443
100.0,1.69,1.2667922373424463,1.2667922373424982,2.2243638512858968,-1.3224769335020454,-1.322476933501996,-0.05169597110288648,0.0038970427248062973,0.0038970427248062973
100.0,1.7,1.2603076932133062,1.260307693213316,2.2243374508806806,-1.3284744159142183,-1.3284744159142086,-0.05193041426753947,0.003898248566057018,0.003898248566057018
100.0,1.71,1.2537932047945965,1.253793204794557,2.2243109651729673,-1.334440692890323,-1.3344406928903612,-0.05216363760348973,0.003899460414078314,0.003899460414078314
100.0,1.72,1.247248915529585,1.2472489155295676,2.224284395257837,-1.340375614662385,-1.340375614662401,-0.05239563525626778,0.0039006782483792034,0.0039006782483792034
100.0,1.73,1.2406749696039288,1.240674969603964,2.2242577422326275,-1.3462790320607072,-1.3462790320606737,-0.05262640139479028,0.003901902048323234,0.003901902048323234
100.0,1.74,1.2340715119437664,1.234071511943736,2.224231007196886,-1.3521507965174449,-1.352150796517474,-0.0528559302115055,0.003903131793128225,0.003903131793128225
100.0,1.75,1.2274386882135688,1.2274386882135975,2.2242041912523063,-1.3579907600704315,-1.3579907600704035,-0.05308421592252783,0.0039043674618658734,0.0039043674618658734
100.0,1.76,1.2207766448146549,1.220776644814651,2.224177295502639,-1.363798775366348,-1.3637987753663525,-0.053311252767781654,0.003905609033461454,0.003905609033461454
100.0,1.77,1.214085528882841,1.2140855288828454,2.2241503210536586,-1.3695746956646924,-1.369574695664688,-0.05353703501113855,0.00390685648669348,0.00390685648669348
100.0,1.78,1.2073654882868279,1.207365488286715,2.224123269013073,-1.3753183748410418,-1.3753183748411368,-0.053761556940562824,0.0039081098001933845,0.0039081098001933845
100.0,1.79,1.200616671625809,1.2006166716258073,2.2240961404904733,-1.3810296673910214,-1.3810296673910232,-0.05398481286823903,0.003909368952445159,0.003909368952445159
100.0,1.8,1.1938392282281272,1.1938392282281134,2.2240689365972526,-1.3867084284333207,-1.386708428433333,-0.054206797130729116,0.003910633921785105,0.003910633921785105
100.0,1.81,1.1870333081486535,1.187033308148641,2.224041658446555,-1.3923545137138134,-1.3923545137138262,-0.054427504089096704,0.003911904686401438,0.003911904686401438
100.0,1.82,1.180199062167098,1.1801990621671217,2.224014307153213,-1.3979677796088674,-1.397967779608847,-0.05464692812905559,0.00391318122433398,0.00391318122433398
100.0,1.83,1.1733366417859672,1.1733366417859785,2.2239868838336507,-1.4035480831289187,-1.4035480831289089,-0.05486506366110943,0.003914463513473877,0.003914463513473877
100.0,1.84,1.1664461992283752,1.1664461992284156,2.2239593896058585,-1.4090952819221845,-1.4090952819221518,-0.05508190512068632,0.003915751531563266,0.003915751531563266
100.0,1.85,1.1595278874361743,1.159527887436184,2.2239318255892955,-1.4146092342780812,-1.4146092342780745,-0.05529744696828368,0.003917045256194935,0.003917045256194935
100.0,1.86,1.1525818600676876,1.1525818600677036,2.2239041929048424,-1.4200897991309565,-1.4200897991309454,-0.05551168368960931,0.00391834466481203,0.00391834466481203
100.0,1.87,1.145608271495773,1.1456082714957616,2.223876492674726,-1.4255368360635314,-1.425536836063543,-0.05572460979571261,0.003919649734707781,0.003919649734707781
100.0,1.8800000000000001,1.1386072768055793,1.1386072768056013,2.223848726022448,-1.4309502053106,-1.4309502053105834,-0.05593621982313591,0.003920960443025129,0.003920960443025129
100.0,1.8900000000000001,1.1315790317925718,1.1315790317926007,2.2238208940727304,-1.436329767762479,-1.4363297677624565,-0.05614650833404528,0.0039222767667564514,0.0039222767667564514
100.0,1.9000000000000001,1.1245236929603066,1.1245236929602327,2.2237929979514437,-1.4416753849686443,-1.4416753849687014,-0.05635546991637415,0.003923598682743262,0.003923598682743262
100.0,1.9100000000000001,1.1174414175180725,1.117441417518095,2.223765038785534,-1.4469869191414668,-1.446986919141451,-0.056563099183963884,0.003924926167675918,0.003924926167675918
100.0,1.92,1.1103323633792102,1.110332363379246,2.223737017702963,-1.452264233159409,-1.4522642331593811,-0.056769390776702434,0.003926259198093301,0.003926259198093301
100.0,1.93,1.1031966891584384,1.1031966891584868,2.223708935832637,-1.4575071905709565,-1.4575071905709203,-0.056974339360661375,0.003927597750382533,0.003927597750382533
100.0,1.94,1.0960345541698548,1.0960345541699459,2.2236807943043484,-1.4627156555980425,-1.4627156555979766,-0.05717793962824178,0.003928941800778681,0.003928941800778681
100.0,1.95,1.0888461184247584,1.0888461184247995,2.2236525942486955,-1.4678894931395832,-1.4678894931395516,-0.0573801862983077,0.003930291325364475,0.003930291325364475
100.0,1.96,1.081631542629216,1.0816315426292205,2.223624336797024,-1.4730285687751847,-1.4730285687751818,-0.05758107411632724,0.003931646300069993,0.003931646300069993
100.0,1.97,1.0743909881819382,1.0743909881819835,2.2235960230813543,-1.4781327487686158,-1.4781327487685816,-0.057780597854518084,0.003933006700672429,0.003933006700672429
100.0,1.98,1.0671246171720827,1.0671246171720927,2.2235676542343277,-1.4832019000713164,-1.4832019000713086,-0.0579787523119778,0.003934372502795774,0.003934372502795774
100.0,1.99,1.0598325923767546,1.0598325923767205,2.2235392313891102,-1.488235890326134,-1.4882358903261577,-0.05817553231482927,0.003935743681910513,0.003935743681910513
100.0,2.0,1.0525150772587712,1.0525150772587804,2.2235107556793676,-1.4932345878708035,-1.4932345878707982,-0.058370932716358695,0.003937120213333412,0.003937120213333412
100.0,2.0100000000000002,1.045172235964492,1.045172235964464,2.2234822282391544,-1.498197861741428,-1.4981978617414475,-0.05856494839715636,0.003938502072227234,0.003938502072227234
100.0,2.02,1.037804233321172,1.0378042333211828,2.2234536502028766,-1.5031255816762428,-1.503125581676236,-0.05875757426525128,0.003939889233600399,0.003939889233600399
100.0,2.0300000000000002,1.0304112348348613,1.0304112348349423,2.2234250227052064,-1.5080176181190008,-1.5080176181189457,-0.05894880525625915,0.003941281672306817,0.003941281672306817
100.0,2.04,1.0229934066880015,1.0229934066879744,2.2233963468810303,-1.5128738422225514,-1.512873842222568,-0.059138636333509714,0.003942679363045554,0.003942679363045554
100.0,2.05,1.0155509157366578,1.0155509157367242,2.2233676238653697,-1.5176941258526375,-1.5176941258525944,-0.059327062488200494,0.003944082280360623,0.003944082280360623
100.0,2.06,1.008083929508767,1.0080839295087285,2.223338854793319,-1.5224783415910361,-1.5224783415910608,-0.059514078739523545,0.003945490398640706,0.003945490398640706
100.0,2.07,1.0005926162009873,1.0005926162009262,2.2233100407999675,-1.5272263627395686,-1.5272263627396112,-0.059699680134808426,0.003946903692118868,0.003946903692118868
100.0,2.08,0.9930771446767205,0.9930771446767173,2.223281183020355,-1.531938063323348,-1.5319380633233517,-0.05988386174966511,0.003948322134872424,0.003948322134872424
100.0,2.09,0.9855376844635538,0.9855376844635815,2.2232522825893795,-1.5366133180944064,-1.536613318094389,-0.060066618688119,0.003949745700822525,0.003949745700822525
100.0,2.1,0.9779744057506505,0.9779744057506925,2.2232233406417445,-1.5412520025353065,-1.5412520025352796,-0.06024794608274894,0.0039511743637340785,0.0039511743637340785
100.0,2.11,0.9703874793863283,0.9703874793863463,2.2231943583118867,-1.5458539928626476,-1.545853992862637,-0.060427839094832875,0.00395260809721542,0.00395260809721542
100.0,2.12,0.9627770768754615,0.9627770768754758,2.2231653367339104,-1.5504191660306632,-1.550419166030656,-0.06060629291447559,0.003954046874718121,0.003954046874718121
100.0,2.13,0.9551433703770379,0.955143370377028,2.2231362770415126,-1.5549473997347052,-1.5549473997347134,-0.06078330276075773,0.003955490669536726,0.003955490669536726
100.0,2.14,0.9474865327015112,0.9474865327014764,2.223107180367933,-1.5594385724148339,-1.5594385724148556,-0.060958863881869885,0.0039569394548085775,0.0039569394548085775
100.0,2.15,0.9398067373082337,0.939806737308221,2.223078047845865,-1.5638925632593625,-1.5638925632593685,-0.06113297155525016,0.003958393203513558,0.003958393203513558
100.0,2.16,0.9321041583029152,0.932104158302921,2.2230488806074002,-1.5683092522083526,-1.5683092522083484,-0.06130562108772414,0.003959851888473903,0.003959851888473903
100.0,2.17,0.9243789704349812,0.924378970434917,2.223019679783973,-1.5726885199571898,-1.572688519957226,-0.061476807815643825,0.003961315482353941,0.003961315482353941
100.0,2.18,0.9166313490947648,0.9166313490947399,2.222990446506263,-1.5770302479601899,-1.5770302479602056,-0.061646527105026466,0.003962783957659973,0.003962783957659973
100.0,2.19,0.9088614703111687,0.9088614703111539,2.2229611819041506,-1.581334318433979,-1.5813343184339865,-0.061814774351689396,0.003964257286739986,0.003964257286739986
100.0,2.2,0.901069510748711,0.9010695107487356,2.2229318871066495,-1.5856006143611563,-1.585600614361142,-0.06198154498139196,0.003965735441783529,0.003965735441783529
100.0,2.21,0.8932556477050393,0.893255647704991,2.2229025632418296,-1.5898290194937357,-1.5898290194937645,-0.062146834449970545,0.003967218394821445,0.003967218394821445
100.0,2.22,0.8854200591079059,0.8854200591079325,2.2228732114367578,-1.594019418356825,-1.5940194183568117,-0.06231063824347789,0.003968706117725757,0.003968706117725757
100.0,2.23,0.8775629235129108,0.8775629235128911,2.2228438328174236,-1.5981716962518964,-1.5981716962519046,-0.062472951878323205,0.003970198582209454,0.003970198582209454
100.0,2.24,0.8696844201002356,0.8696844201002336,2.2228144285086855,-1.60228573926058,-1.60228573926058,-0.06263377090140321,0.003971695759826297,0.003971695759826297
100.0,2.25,0.8617847286722639,0.8617847286722552,2.222784999634185,-1.6063614342479857,-1.6063614342479913,-0.06279309089024823,0.0039731976219707,0.0039731976219707
100.0,2.2600000000000002,0.8538640296505527,0.8538640296505687,2.2227555473163005,-1.6103986688663396,-1.610398668866331,-0.06295090745315192,0.00397470413987749,0.00397470413987749
100.0,2.27,0.8459225040731906,0.8459225040731647,2.2227260726760654,-1.6143973315583962,-1.6143973315584088,-0.06310721622931534,0.003976215284621825,0.003976215284621825
100.0,2.2800000000000002,0.837960333591756,0.8379603335917556,2.2226965768331093,-1.6183573115610748,-1.6183573115610757,-0.06326201288897686,0.003977731027118969,0.003977731027118969
100.0,2.29,0.8299777004687032,0.829977700468715,2.222667060905588,-1.6222784989088317,-1.6222784989088255,-0.06341529313355616,0.003979251338124215,0.003979251338124215
100.0,2.3000000000000003,0.8219747875743457,0.8219747875743377,2.2226375260101205,-1.6261607844372463,-1.6261607844372483,-0.06356705269578894,0.003980776188232662,0.003980776188232662
100.0,2.31,0.8139517783839735,0.8139517783839426,2.222607973261721,-1.6300040597865113,-1.6300040597865268,-0.06371728733985882,0.003982305547879125,0.003982305547879125
100.0,2.32,0.8059088569749912,0.8059088569749175,2.222578403773732,-1.6338082174049093,-1.6338082174049444,-0.06386599286154303,0.003983839387338002,0.003983839387338002
100.0,2.33,0.7978462080238872,0.7978462080238747,2.2225488186577613,-1.6375731505523465,-1.6375731505523516,-0.06401316508834144,0.003985377676723127,0.003985377676723127
100.0,2.34,0.789764016803536,0.7897640168034723,2.222519219023617,-1.6412987533037282,-1.6412987533037569,-0.0641587998796164,0.00398692038598766,0.00398692038598766
100.0,2.35,0.781662469179816,0.7816624691798165,2.2224896059792343,-1.6449849205526392,-1.6449849205526388,-0.06430289312672802,0.003988467484923949,0.003988467484923949
100.0,2.36,0.7735417516090711,0.7735417516090527,2.222459980630619,-1.6486315480145997,-1.6486315480146085,-0.06444544075317123,0.003990018943163492,0.003990018943163492
100.0,2.37,0.765402051134686,0.7654020511347408,2.2224303440817748,-1.6522385322307538,-1.6522385322307267,-0.06458643871471063,0.003991574730176734,0.003991574730176734
100.0,2.38,0.7572435553844347,0.7572435553844454,2.2224006974346486,-1.6558057705711486,-1.655805770571144,-0.0647258829995141,0.003993134815273021,0.003993134815273021
100.0,2.39,0.7490664525670139,0.7490664525671131,2.2223710417890503,-1.6593331612384037,-1.6593331612383575,-0.06486376962829621,0.00399469916760056,0.00399469916760056
100.0,2.4,0.7408709314694626,0.7408709314694798,2.2223413782426045,-1.662820603270949,-1.6628206032709407,-0.0650000946544426,0.003996267756146204,0.003996267756146204
100.0,2.41,0.7326571814535462,0.7326571814535127,2.2223117078906744,-1.6662679965467142,-1.6662679965467277,-0.0651348541641553,0.003997840549735525,0.003997840549735525
100.0,2.42,0.7244253924530066,0.7244253924529231,2.222282031826298,-1.6696752417864285,-1.669675241786465,-0.06526804427658059,0.003999417517032633,0.003999417517032633
100.0,2.43,0.7161757549702447,0.7161757549702129,2.2222523511401304,-1.6730422405571517,-1.6730422405571637,-0.06539966114394834,0.004000998626540127,0.004000998626540127
100.0,2.44,0.7079084600733426,0.7079084600733381,2.2222226669203766,-1.6763688952756244,-1.6763688952756255,-0.06552970095170434,0.004002583846599119,0.004002583846599119
100.0,2.45,0.6996236993926862,0.6996236993927246,2.2221929802527214,-1.67965510921182,-1.6796551092118048,-0.06565815991864728,0.004004173145389087,0.004004173145389087
100.0,2.46,0.6913216651179411,0.6913216651179003,2.222163292220278,-1.6829007864922936,-1.6829007864923118,-0.06578503429705887,0.004005766490927878,0.004005766490927878
100.0,2.47,0.6830025499945143,0.6830025499945737,2.2221336039035124,-1.6861058321037476,-1.6861058321037217,-0.06591032037284146,0.004007363851071642,0.004007363851071642
100.0,2.48,0.6746665473208837,0.674666547320845,2.2221039163801866,-1.689270151896213,-1.6892701518962303,-0.06603401446565187,0.004008965193514839,0.004008965193514839
100.0,2.49,0.6663138509446548,0.6663138509446019,2.2220742307252968,-1.6923936525867616,-1.6923936525867815,-0.06615611292903333,0.004010570485790221,0.004010570485790221
100.0,2.5,0.657944655259754,0.6579446552597634,2.2220445480110054,-1.695476241762713,-1.6954762417627098,-0.06627661215055067,0.004012179695268759,0.004012179695268759
100.0,2.5100000000000002,0.649559155203039,0.6495591552030544,2.222014869306579,-1.6985178278850939,-1.6985178278850894,-0.06639550855192118,0.004013792789159685,0.004013792789159685
100.0,2.52,0.6411575462508645,0.6411575462507786,2.2219851956783305,-1.7015183202920674,-1.7015183202920992,-0.06651279858915148,0.0040154097345104865,0.0040154097345104865
100.0,2.5300000000000002,0.6327400244156327,0.6327400244155786,2.221955528189557,-1.7044776292023747,-1.7044776292023942,-0.06662847875266605,0.0040170304982069,0.0040170304982069
100.0,2.54,0.6243067862427109,0.6243067862427537,2.2219258679004654,-1.7073956657186207,-1.7073956657186038,-0.06674254556744227,0.0040186550469729215,0.0040186550469729215
100.0,2.5500000000000003,0.6158580288069154,0.6158580288070099,2.2218962158681297,-1.710272341830694,-1.7102723418306605,-0.0668549955931432,0.0040202833473708625,0.0040202833473708625
100.0,2.56,0.6073939497090768,0.6073939497090534,2.221866573146414,-1.713107570419172,-1.7131075704191805,-0.06696582542424886,0.004021915365801354,0.004021915365801354
100.0,2.57,0.5989147470723937,0.5989147470723544,2.2218369407859226,-1.7159012652587518,-1.7159012652587662,-0.06707503169018667,0.004023551068503364,0.004023551068503364
100.0,2.58,0.5904206195393115,0.5904206195393596,2.22180731983393,-1.7186533410214981,-1.7186533410214815,-0.06718261105546658,0.004025190421554313,0.004025190421554313
100.0,2.59,0.5819117662679887,0.5819117662680438,2.2217777113343233,-1.721363713280234,-1.721363713280214,-0.06728856021980789,0.004026833390870037,0.004026833390870037
100.0,2.6,0.57338838692861,0.5733883869286125,2.221748116327545,-1.7240322985119403,-1.7240322985119387,-0.067392875918275,0.004028479942204941,0.004028479942204941
