T,mu_B,S,chi_TT,rho,chi_mumu,chi_Tmu,P,Cv,Cp,cs,Xi2,eta_s,zeta_s
123.65000000000002,873.4283499999999,0.7229390016493809,14.268056558367874,0.08629737524053815,0.23668071927366063,1.6444531343623758,21.650126783303477,1.7811085820481716,2.084094354332562,0.04409454237149541,1.4033923130438046,2.4523120042067976,0.3982642035715622
123.66,873.4283499999999,0.7236625507116203,14.287537453366,0.08638076972741415,0.2370157092737175,1.6467945707816458,21.650163437674017,1.7832052156974623,2.086741943741171,0.0440761181074766,1.4040018898444022,2.4486707505419405,0.3984022401924245
123.67,873.4283499999999,0.7243870880209582,14.307058738904445,0.08646428300505277,0.23735149414253343,1.6491413339055825,21.650200128736554,1.7853051364799692,2.0893943663512755,0.044057674108026676,1.4046126566738515,2.445032134332496,0.398540574590069
123.68000000000002,873.4283499999999,0.7251126156274492,14.326620541954483,0.08654791534386763,0.2376880767457794,1.6514934420536918,21.6502368565412,1.7874083518968888,2.092051635983795,0.04403921033831005,1.405224617159459,2.441396154205747,0.39867920780389654
123.69,873.4283499999999,0.7258391355875924,14.346222990046968,0.08663166701518621,0.2380254599631888,1.6538509136329669,21.650273621138215,1.7895148694654328,2.0947137665089137,0.04402072676339355,1.405837774944962,2.4377628087873324,0.3988181408787352
123.70000000000002,873.4283499999999,0.7265666499644059,14.365866211283787,0.08671553829127726,0.23836364668875887,1.6562137671378512,21.650310422577924,1.7916246967324454,2.0973807718617605,0.044002223348230576,1.4064521336906308,2.4341320967009463,0.3989573748647706
123.71,873.4283499999999,0.7272951608273748,14.385550334332905,0.08679952944535085,0.23870263983071482,1.6585820211504902,21.65034726091077,1.7937378412679945,2.1000526660348116,0.043983700057677946,1.4070676970733564,2.4305040165677947,0.39909691081758897
123.72,873.4283499999999,0.7280246702525317,14.405275488441475,0.08688364075155469,0.23904244231171368,1.6609556943420927,21.65038413618734,1.7958543106679088,2.1027294630813564,0.04396515685647073,1.4076844687867602,2.4268785670073907,0.39923674979814466
123.73000000000002,873.4283499999999,0.7287551803225027,14.425041803426268,0.08696787248499521,0.23938305706885932,1.663334805472779,21.650421048458245,1.7979741125495534,2.10541117711108,0.04394659370925619,1.4083024525412848,2.4232557466369293,0.3993768928730255
123.74,873.4283499999999,0.7294866931264208,14.444849409691585,0.08705222492172193,0.239724487053824,1.665719373392582,21.650457997774275,1.8000972545580087,2.1080978222963793,0.04392801058055047,1.4089216520642973,2.4196355540715238,0.3995173411140799
123.75000000000001,873.4283499999999,0.7302192107601657,14.464698438222698,0.0871366983387441,0.24006673523297284,1.6681094170414283,21.65049498418628,1.8022237443658886,2.1107894128744173,0.04390940743477872,1.4095420711001945,2.4160179879247248,0.39965809559898713
123.75999999999999,873.4283499999999,0.7309527353261775,14.48458902059133,0.08722129301403359,0.24040980458734973,1.6705049554504754,21.650532007745248,1.8043535896647027,2.1134859631348486,0.043890784236249536,1.4101637134104958,2.412403046807206,0.3997991574107861
123.77000000000001,873.4283499999999,0.7316872689336056,14.504521288961215,0.08730600922653808,0.2407536981128986,1.6729060077421654,21.650569068502243,1.8064867981745583,2.116187487432661,0.04387214094916109,1.4107865827739556,2.4087907293275994,0.3999405276381624
123.78000000000002,873.4283499999999,0.7324228136983009,14.524495376089774,0.0873908472561653,0.2410984188205123,1.6753125931305828,21.650606166508474,1.808623377643578,2.118894000188273,0.043853477537604,1.4114106829866575,2.405181034093173,0.40008220737558187
123.78999999999999,873.4283499999999,0.733159371742949,14.544511415334583,0.08747580738379107,0.24144396973602356,1.6777247309226677,21.650643301815244,1.8107633358410982,2.121605515878745,0.04383479396555881,1.4120360178621216,2.4015739597083283,0.4002241977230913
123.80000000000001,873.4283499999999,0.7338969451967956,14.564569540651206,0.0875608898912974,0.24179035390052372,1.6801424405183116,21.65068047447391,1.8129066805651373,2.1243220490465133,0.04381609019688545,1.412662591231415,2.397969504775586,0.40036649978641686
123.80999999999999,873.4283499999999,0.7346355361961168,14.584669886600736,0.08764609506152987,0.24213757437024297,1.6825657414112118,21.650717684536023,1.8150534196360275,2.1270436142939593,0.04379736619534775,1.4132904069432455,2.3943676678955157,0.400509114677246
